smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
Cc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)nc(NCC2CCCO2)n1,3.2,0.0,0.0,1,0,Ki,CHEMBL432189,CHEMBL1146618
Cc1cccc(Cl)c1NC(=O)c1ccc2nc(Nc3cccc(NCCO)n3)sc2c1,13.0,0.0,0.0,1,0,Ki,CHEMBL312933,CHEMBL1146618
Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)NC(C)(C)C)sc2c1,333.0,0.0,0.0,1,0,Ki,CHEMBL67237,CHEMBL1146618
CNc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)ncn1,17.0,0.0,0.0,1,0,Ki,CHEMBL90002,CHEMBL1146618
CCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,2900.0,0.0,0.0,3,1,Ki,CHEMBL312214,"CHEMBL1138181,CHEMBL1140987"
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,500.0,0.0,0.0,2,0,Ki,CHEMBL406845,"CHEMBL1137614,CHEMBL1138181"
BrC(Cn1ncc2c(N3CCCCC3)ncnc21)c1ccccc1,1592.4450000000002,7.55499999999995,5.342191731864331,2,0,Ki,CHEMBL203922,"CHEMBL1138181,CHEMBL1138565"
OC(Cn1ncc2c(NCCc3ccccc3)ncnc21)c1ccccc1,2400.0,0.0,0.0,3,1,Ki,CHEMBL378603,"CHEMBL1138181,CHEMBL2069178"
C(=C\n1ncc2c(NCc3ccccc3)ncnc21)\c1ccccc1,2400.0,0.0,0.0,1,0,Ki,CHEMBL203492,CHEMBL1138181
C(=C\n1ncc2c(NC3CCCCC3)ncnc21)\c1ccccc1,12000.0,0.0,0.0,1,0,Ki,CHEMBL425046,CHEMBL1138181
C(=C\n1ncc2c(NC3CC3)ncnc21)\c1ccccc1,9200.0,0.0,0.0,1,0,Ki,CHEMBL381279,CHEMBL1138181
CCSc1nc(N2CC(C)OC(C)C2)c2cnn(/C=C\c3ccccc3)c2n1,23000.0,0.0,0.0,1,0,Ki,CHEMBL203866,CHEMBL1138181
CCCCNc1nc(SCC)nc2c1cnn2CC(Cl)c1ccccc1,600.0,0.0,0.0,3,1,Ki,CHEMBL41910,"CHEMBL1138181,CHEMBL2407017"
CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,700.0,0.0,0.0,5,0,Ki,CHEMBL289125,"CHEMBL1137614,CHEMBL1138181,CHEMBL1140987,CHEMBL1153611,CHEMBL1833847"
CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,3700.0,0.0,0.0,7,1,Ki,CHEMBL288280,"CHEMBL1137614,CHEMBL1138181,CHEMBL1140987,CHEMBL1153611,CHEMBL1773066,CHEMBL1833847"
CSc1nc(N2CCOCC2)c2cnn(CC(Cl)c3ccccc3)c2n1,6500.0,0.0,0.0,3,1,Ki,CHEMBL38492,"CHEMBL1138181,CHEMBL1140987"
CSc1nc(N2CCCCC2)c2cnn(CC(Cl)c3ccccc3)c2n1,2400.0,0.0,0.0,3,1,Ki,CHEMBL289298,"CHEMBL1138181,CHEMBL1140987"
CCN(CC)c1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,500.0,0.0,0.0,3,1,Ki,CHEMBL83847,"CHEMBL1138181,CHEMBL1140987"
CCCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,1700.0,0.0,0.0,3,1,Ki,CHEMBL40798,"CHEMBL1138181,CHEMBL1140987"
Nc1[nH]cnc2nnc(-c3ccc(Cl)cc3)c1-2,500.0,0.0,0.0,1,0,Ki,CHEMBL207471,CHEMBL1148493
Cc1ccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(C)c(Cl)c4)o3)C2=O)cc1C,1000.0,0.0,0.0,1,0,Ki,CHEMBL206575,CHEMBL1148493
O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C\c1cccc(OCc2ccccc2)c1,5400.0,0.0,0.0,1,0,Ki,CHEMBL207360,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1cc2c(cc1Br)OCO2,500.0,0.0,0.0,1,0,Ki,CHEMBL379308,CHEMBL1148493
CCN(CC)c1ccc(/C=C2/C(=O)NN(c3ccc(I)cc3)C2=O)c(O)c1,1000.0,0.0,0.0,1,0,Ki,CHEMBL208828,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(I)cc1,500.0,0.0,0.0,1,0,Ki,CHEMBL210766,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccccc1,4300.0,0.0,0.0,1,0,Ki,CHEMBL209617,CHEMBL1148493
O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccccc1OCc1ccccc1,900.0,0.0,0.0,1,0,Ki,CHEMBL380706,CHEMBL1148493
COc1ccc(C(=O)Nc2nnc(Cc3c[nH]c4ccccc34)s2)cc1,1900.0,0.0,0.0,1,0,Ki,CHEMBL207672,CHEMBL1148493
COc1cc(SC)ccc1C(=O)Nc1nnc(CCc2ccccc2)s1,4100.0,0.0,0.0,1,0,Ki,CHEMBL376993,CHEMBL1148493
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccc(Cl)cc1Cl,1300.0,0.0,0.0,1,0,Ki,CHEMBL210036,CHEMBL1148493
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1I,2000.0,0.0,0.0,2,0,Ki,CHEMBL207986,"CHEMBL1142311,CHEMBL1148493"
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1,2900.0,0.0,0.0,2,0,Ki,CHEMBL378903,"CHEMBL1142311,CHEMBL1148493"
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,210.0,0.0,0.0,1,0,Ki,CHEMBL1791358,CHEMBL1148522
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,13000.0,0.0,0.0,1,0,Ki,CHEMBL379218,CHEMBL1137422
N[C@@H](Cc1ccc(O)cc1)C(=O)NO,18000.0,0.0,0.0,1,0,Ki,CHEMBL217863,CHEMBL1138212
O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,1100.0,0.0,0.0,1,0,Ki,CHEMBL387385,CHEMBL1142871
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,28.1,0.0,0.0,3,1,Ki,CHEMBL230686,"CHEMBL1143794,CHEMBL1147085"
CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1,4100.0,0.0,0.0,2,0,Ki,CHEMBL399627,"CHEMBL1137614,CHEMBL1153611"
CCCSc1nc(Nc2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1200.0,0.0,0.0,2,0,Ki,CHEMBL401447,"CHEMBL1137614,CHEMBL1153611"
CCSc1nc(Nc2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,500.0,0.0,0.0,2,0,Ki,CHEMBL428029,"CHEMBL1137614,CHEMBL1153611"
CSc1nc(Nc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,1200.0,0.0,0.0,4,1,Ki,CHEMBL401238,"CHEMBL1137614,CHEMBL1140987,CHEMBL1153611"
CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1800.0,0.0,0.0,2,0,Ki,CHEMBL238561,"CHEMBL1137614,CHEMBL1153611"
CSc1nc(Nc2cccc(F)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1400.0,0.0,0.0,2,0,Ki,CHEMBL238559,"CHEMBL1137614,CHEMBL1140987"
CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1,35000.0,0.0,0.0,2,0,Ki,CHEMBL241750,"CHEMBL1137614,CHEMBL1153611"
CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1,3000.0,0.0,0.0,2,0,Ki,CHEMBL241749,"CHEMBL1137614,CHEMBL1153611"
