smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
Cc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,140.0,0.0,0.0,1,0,Ki,CHEMBL442957,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3ccccc3F)n2)s1,1200.0,0.0,0.0,1,0,Ki,CHEMBL297447,CHEMBL1149116
CNc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,110.0,0.0,0.0,1,0,Ki,CHEMBL44119,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3cccc(C#N)c3)n2)s1,300.0,0.0,0.0,1,0,Ki,CHEMBL47132,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3cccc(N)c3)n2)s1,400.0,0.0,0.0,1,0,Ki,CHEMBL47636,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c(Cl)c3)n2)s1,100.0,0.0,0.0,1,0,Ki,CHEMBL433068,CHEMBL1149116
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,30.0,0.0,0.0,1,0,Ki,CHEMBL431336,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,60.0,0.0,0.0,1,0,Ki,CHEMBL47527,CHEMBL1149116
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,2.0,0.0,0.0,4,1,Ki,CHEMBL298445,"CHEMBL1149116,CHEMBL1155519,CHEMBL3856187"
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1,700.0,0.0,0.0,1,0,Ki,CHEMBL295398,CHEMBL1149116
CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,800.0,0.0,0.0,1,0,Ki,CHEMBL46429,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3ccccc3)n2)s1,80.0,0.0,0.0,1,0,Ki,CHEMBL295127,CHEMBL1149116
CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,70.0,0.0,0.0,1,0,Ki,CHEMBL47590,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c([N+](=O)[O-])c3)n2)s1,20.0,0.0,0.0,1,0,Ki,CHEMBL295484,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,290.0,0.0,0.0,1,0,Ki,CHEMBL48109,CHEMBL1149116
Cc1nc(C)c(-c2ccnc(Nc3cccc(F)c3)n2)s1,100.0,0.0,0.0,1,0,Ki,CHEMBL432116,CHEMBL1149116
