smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,Ki,53.0,nM,CHEMBL298445,CHEMBL1149116,,,False
COc1ccccc1C(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1N,Ki,159.0,nM,CHEMBL383875,CHEMBL1137323,,,False
Cc1ccccc1C(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1N,Ki,584.0,nM,CHEMBL437330,CHEMBL1137323,,,False
CN1CCN(c2ccc(Nc3ncc(C(=O)c4ccccc4C(F)(F)F)c(N)n3)cc2)CC1,Ki,821.0,nM,CHEMBL385039,CHEMBL1137323,,,False
CN1CCN(c2ccc(Nc3ncc(C(=O)c4cccc(F)c4)c(N)n3)cc2)CC1,Ki,450.0,nM,CHEMBL214458,CHEMBL1137323,,,False
COc1c(C(=O)c2cnc(NC3CCN(S(C)(=O)=O)CC3)nc2N)cc(F)c(F)c1F,Ki,267.0,nM,CHEMBL214183,CHEMBL1137323,,,False
COc1cc(F)c(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,1.0,nM,CHEMBL213713,CHEMBL1137323,,,False
COc1cc(F)c(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,6.0,nM,CHEMBL215086,CHEMBL1137323,,,False
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,1.0,nM,CHEMBL384304,CHEMBL1137323,,,False
CS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(F)cccc3F)c(N)n2)CC1,Ki,17.0,nM,CHEMBL265903,CHEMBL1137323,,,False
COc1cccc(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,3.0,nM,CHEMBL385733,CHEMBL1137323,,,False
COc1ccc(Cl)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,36.0,nM,CHEMBL385373,CHEMBL1137323,,,False
COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,7.0,nM,CHEMBL268507,CHEMBL1137323,,,False
COc1cc(F)ccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,21.0,nM,CHEMBL277351,CHEMBL1137323,,,False
CCOC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3C)c(N)n2)CC1,Ki,665.0,nM,CHEMBL214433,CHEMBL1137323,,,False
CCOC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3F)c(N)n2)CC1,Ki,734.0,nM,CHEMBL214025,CHEMBL1137323,,,False
CCS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,Ki,16.0,nM,CHEMBL385190,CHEMBL1137323,,,False
COc1ccccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,Ki,14.0,nM,CHEMBL216126,CHEMBL1137323,,,False
CCCC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,Ki,98.0,nM,CHEMBL384356,CHEMBL1137323,,,False
COc1ccccc1C(=O)c1cnc(NC2CCN(C(C)=O)CC2)nc1N,Ki,66.0,nM,CHEMBL217537,CHEMBL1137323,,,False
CCOC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,Ki,110.0,nM,CHEMBL217443,CHEMBL1137323,,,False
CCNC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,Ki,409.0,nM,CHEMBL385907,CHEMBL1137323,,,False
COc1ccccc1C(=O)c1cnc(NC2CCNCC2)nc1N,Ki,481.0,nM,CHEMBL387448,CHEMBL1137323,,,False
CCOc1ccccc1C(=O)c1cnc(NC2CCN(C(C)=O)CC2)nc1N,Ki,986.0,nM,CHEMBL216148,CHEMBL1137323,,,False
Cc1nc2c(s1)-c1nc(Nc3ccc(N(C)C)cc3)ncc1CC2,Ki,37.0,nM,CHEMBL609915,CHEMBL1157567,,,False
Cc1nc2c(s1)-c1nc(Nc3ccc(Cl)nc3)ncc1CC2,Ki,40.0,nM,CHEMBL609322,CHEMBL1157567,,,False
COc1ccc(Nc2ncc3c(n2)-c2sc(C)nc2CC3)cn1,Ki,120.0,nM,CHEMBL598994,CHEMBL1157567,,,False
Nc1nc2c(s1)-c1nc(Nc3cccc([N+](=O)[O-])c3)ncc1CC2,Ki,130.0,nM,CHEMBL598992,CHEMBL1157567,,,False
Nc1nc2c(s1)-c1nc(Nc3ccccc3)ncc1CC2,Ki,330.0,nM,CHEMBL599804,CHEMBL1157567,,,False
CN(C)c1ccc(Nc2ncc3c(n2)-c2sc(N)nc2CC3)cc1,Ki,470.0,nM,CHEMBL598166,CHEMBL1157567,,,False
Cc1nc2c(s1)-c1nc(Nc3ccc(O)cc3)ncc1CC2,Ki,540.0,nM,CHEMBL605635,CHEMBL1157567,,,False
Cc1nc2c(s1)-c1nc(Nc3cccc(O)c3)ncc1CC2,Ki,580.0,nM,CHEMBL611995,CHEMBL1157567,,,False
