smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CCCCCCCCC#Cc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,580.0,0.0,0.0,1,0,Ki,CHEMBL440201,CHEMBL1134032
CCCCCCCCC#Cc1ccc2c(c1)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,14.85,0.15000000000000036,0.07500000000000018,5,1,Ki,CHEMBL6453,"CHEMBL1129999,CHEMBL1131708,CHEMBL1134816,CHEMBL1144943"
CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,674.0,0.0,0.0,1,0,Ki,CHEMBL173348,CHEMBL1134032
O=C(OCC(O)C(OC(=O)c1ccccc1)C(CO)OC(=O)c1ccccc1)c1ccccc1,12900.0,0.0,0.0,1,0,Ki,CHEMBL138868,CHEMBL1127304
O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)N(CCO)CCO)c3)ccc(O)c21,26600.0,0.0,0.0,1,0,Ki,CHEMBL342927,CHEMBL1127304
CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,395.0,0.0,0.0,1,0,Ki,CHEMBL368720,CHEMBL1134032
C[C@]12C/C(=C/N(CCO)CCO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,16100.0,0.0,0.0,1,0,Ki,CHEMBL3085524,CHEMBL1127304
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,4.45,1.9500000000000002,1.3788582233137676,2,0,Ki,CHEMBL279115,"CHEMBL1134032,CHEMBL1777762"
O=C1c2ccccc2C(=O)c2c(Nc3ccc(S(=O)(=O)N(CCO)CCO)cc3)ccc(O)c21,7800.0,0.0,0.0,1,0,Ki,CHEMBL128547,CHEMBL1127304
CC(=O)OC[C@@]1(C)C(OC(C)=O)CC[C@]2(C)[C@H](CC(OC(C)=O)C3=CCOC3=O)[C@](C)(CO)CC[C@H]21,37700.0,0.0,0.0,1,0,Ki,CHEMBL422466,CHEMBL1127304
CC(C)C(CC(=O)OC[C@H](CO)OC(=O)CC(C(C)C)C(C)C)C(C)C,28.6,0.0,0.0,2,0,Ki,CHEMBL289230,"CHEMBL1133036,CHEMBL1136771"
CC(C)C(=CC(=O)O[C@@H](CO)COC(=O)CC(C(C)C)C(C)C)C(C)C,31.1,0.0,0.0,1,0,Ki,CHEMBL38644,CHEMBL1136771
CC(C)=C1CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O,29.5,0.0,0.0,1,0,Ki,CHEMBL295426,CHEMBL1136771
CC(C)CC(=O)OCC1(CO)C/C(=C\CC(C(C)C)C(C)C)C(=O)O1,30.1,0.0,0.0,1,0,Ki,CHEMBL39489,CHEMBL1136771
CC(C)C(C/C=C1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)C(C)C,2.896,0.004898979485566252,0.0021908902300206176,5,0,Ki,CHEMBL290876,"CHEMBL1132966,CHEMBL1133036,CHEMBL1133159,CHEMBL1134299,CHEMBL1136771"
CC(C)CC(=O)OC[C@H](CO)OC(=O)C=C(C(C)C)C(C)C,330.0,0.0,0.0,1,0,Ki,CHEMBL40602,CHEMBL1136771
CC(C)C/C=C1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O,15.1,0.0,0.0,1,0,Ki,CHEMBL291104,CHEMBL1136771
