smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
Nc1ccc(S(N)(=O)=O)cc1I,6000.0,0.0,0.0,25,0,Ki,CHEMBL268177,"CHEMBL1132301,CHEMBL1132382,CHEMBL1132884,CHEMBL1133669,CHEMBL1134204,CHEMBL1135903,CHEMBL1136636,CHEMBL1138198,CHEMBL1138443,CHEMBL1138716,CHEMBL1139847,CHEMBL1141984,CHEMBL1141985,CHEMBL1143347,CHEMBL1143395,CHEMBL1144327,CHEMBL1144995,CHEMBL1146805,CHEMBL1146953,CHEMBL1152937,CHEMBL1153421,CHEMBL1154077,CHEMBL1641500,CHEMBL2375240,CHEMBL3745715"
NS(=O)(=O)c1ccc(NC(S)=NC(Cc2c[nH]cn2)C(=O)NCC(=O)O)cc1,13.0,0.0,0.0,1,0,Ki,CHEMBL148167,CHEMBL1133556
NS(=O)(=O)c1ccc(N/C(S)=N\CCc2ccccc2)cc1,125.0,0.0,0.0,1,0,Ki,CHEMBL358290,CHEMBL1133556
NS(=O)(=O)c1ccc(N/C(S)=N\CCc2c[nH]cn2)cc1,92.0,0.0,0.0,1,0,Ki,CHEMBL148426,CHEMBL1133556
NS(=O)(=O)c1ccc(N/C(S)=N\c2ccccc2C(=O)O)cc1,55.0,0.0,0.0,1,0,Ki,CHEMBL144766,CHEMBL1133556
NS(=O)(=O)c1ccc(N/C(S)=N/C(CCC(=O)O)C(=O)O)cc1,38.0,0.0,0.0,1,0,Ki,CHEMBL356059,CHEMBL1133556
NS(=O)(=O)c1ccc(N/C(S)=N/C(Cc2c[nH]c3ccccc23)C(=O)O)cc1,47.0,0.0,0.0,1,0,Ki,CHEMBL144970,CHEMBL1133556
CC(O)C(/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,30.0,0.0,0.0,1,0,Ki,CHEMBL144186,CHEMBL1133556
CC(/N=C(/S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,54.0,0.0,0.0,1,0,Ki,CHEMBL144982,CHEMBL1133556
NS(=O)(=O)c1ccc(NC(=S)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)O)cc1,20.0,0.0,0.0,1,0,Ki,CHEMBL2370954,CHEMBL1133556
NC(=O)CC(/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,27.0,0.0,0.0,1,0,Ki,CHEMBL144006,CHEMBL1133556
