smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
COc1ccc(NS(=O)(=O)c2c(F)c(Br)cc(F)c2Br)cc1N1CCN(C)CC1,3.162,0.0,0.0,1,0,Ki,CHEMBL409160,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1N1CCN(C)CC1,1.995,0.0,0.0,1,0,Ki,CHEMBL304039,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1,2.512,0.0,0.0,2,0,Ki,CHEMBL60264,"CHEMBL1132410,CHEMBL1140284"
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,5.0,0.0,0.0,4,1,Ki,CHEMBL292759,"CHEMBL1142049,CHEMBL1145819,CHEMBL3352745"
COc1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1N1CCN(C)CC1,79.43,0.0,0.0,2,0,Ki,CHEMBL302845,"CHEMBL1132410,CHEMBL1140284"
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,0.631,0.0,0.0,4,1,Ki,CHEMBL29846,"CHEMBL1132410,CHEMBL1135108,CHEMBL1641464"
COc1ccc(NS(=O)(=O)c2ccc3c(Cl)cccc3c2)cc1N1CCN(C)CC1,0.7943,0.0,0.0,1,0,Ki,CHEMBL62368,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2ccccc2)cc1N1CCN(C)CC1,10.0,0.0,0.0,1,0,Ki,CHEMBL60669,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2c(C)sc3ccc(Cl)cc23)cc1N1CCN(C)CC1,1.259,0.0,0.0,1,0,Ki,CHEMBL61318,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2cccc(I)c2)cc1N1CCN(C)CC1,0.7943,0.0,0.0,1,0,Ki,CHEMBL62538,CHEMBL1132410
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)cc(NC)n1,13.199000000000002,1.546191773358014,0.4889487703226177,11,1,Ki,CHEMBL46071,"CHEMBL1132410,CHEMBL1133256,CHEMBL1140284,CHEMBL1145196,CHEMBL1145819,CHEMBL1641464,CHEMBL1781981,CHEMBL3286112,CHEMBL3352745"
COc1ccc(NS(=O)(=O)c2cccc(C#N)c2)cc1N1CCN(C)CC1,63.1,0.0,0.0,1,0,Ki,CHEMBL62594,CHEMBL1132410
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,52.08416666666667,3.8025286725487755,1.097695476348653,12,0,Ki,CHEMBL433461,"CHEMBL1132410,CHEMBL1133256,CHEMBL1140284,CHEMBL1140794,CHEMBL1143393,CHEMBL1145196,CHEMBL1145819,CHEMBL1641464,CHEMBL1781981,CHEMBL3045250,CHEMBL3352745,CHEMBL4033662"
COc1ccc(NS(=O)(=O)c2cn(C)cn2)cc1N1CCN(C)CC1,794.33,0.0,0.0,1,0,Ki,CHEMBL64715,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2cc(I)ccc2C)cc1N1CCN(C)CC1,1.0,0.0,0.0,1,0,Ki,CHEMBL291618,CHEMBL1132410
COc1ccc2[nH]c(C)c(CCN)c2c1,89.0,9.0,6.363961030678928,2,0,Ki,CHEMBL268800,"CHEMBL1133711,CHEMBL1145819"
COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccccc2)CCCC1CN(C)C,2.3,0.0,0.0,3,1,Ki,CHEMBL92093,"CHEMBL1147522,CHEMBL2163192"
CNc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1ccc(F)cc1,1.4,0.0,0.0,2,0,Ki,CHEMBL95136,"CHEMBL1140794,CHEMBL1145819"
