smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,26.0,0.0,0.0,1,0,Ki,CHEMBL377300,CHEMBL1146078
CC(C)(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,130.0,0.0,0.0,1,0,Ki,CHEMBL205325,CHEMBL1146931
FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,100.0,0.0,0.0,1,0,Ki,CHEMBL205502,CHEMBL1146931
FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,120.0,0.0,0.0,1,0,Ki,CHEMBL381182,CHEMBL1146931
O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,3900.0,0.0,0.0,1,0,Ki,CHEMBL387385,CHEMBL1142871
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,784.0,0.0,0.0,1,0,Ki,CHEMBL230686,CHEMBL1143794
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1,9.0,0.0,0.0,1,0,Ki,CHEMBL394826,CHEMBL1148766
CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6ccccc56)cc(Cl)c4o3)ccc2Cl)CC1,2.0,0.0,0.0,1,0,Ki,CHEMBL387591,CHEMBL1148766
CNC(=O)c1cc(Oc2cc(Cl)c3oc(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)ccn1,10.0,0.0,0.0,1,0,Ki,CHEMBL425831,CHEMBL1148766
CNC(=O)c1cc(Oc2cc(F)c3oc(Nc4ccc(Cl)c(OC[C@@H]5CCCN5C)c4)nc3c2)ccn1,3.0,0.0,0.0,1,0,Ki,CHEMBL230223,CHEMBL1148766
CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6[nH]ccc56)ccc4o3)ccc2Cl)CC1,2.0,0.0,0.0,1,0,Ki,CHEMBL387590,CHEMBL1148766
CN1CCC[C@@H]1COc1cc(Nc2nc3cc(Oc4ccnc5[nH]ccc45)ccc3o2)ccc1Cl,1.6,0.0,0.0,1,0,Ki,CHEMBL230222,CHEMBL1148766
CNc1cc(Oc2ccc3oc(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)ncn1,20.0,0.0,0.0,1,0,Ki,CHEMBL425825,CHEMBL1148766
CNc1nccc(Oc2ccc3oc(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)n1,25.0,0.0,0.0,1,0,Ki,CHEMBL230109,CHEMBL1148766
CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6ccccc56)ccc4o3)ccc2Cl)CC1,3.6,0.0,0.0,1,0,Ki,CHEMBL390175,CHEMBL1148766
COc1cc2nccc(Oc3ccc4oc(Nc5ccc(Cl)c(CN6CCN(C)CC6)c5)nc4c3)c2cc1OC,0.5,0.0,0.0,1,0,Ki,CHEMBL230107,CHEMBL1148766
COc1cc2nccc(Oc3ccc4oc(Nc5ccc(Cl)c(OC[C@@H]6CCCN6C)c5)nc4c3)c2cc1OC,0.5,0.0,0.0,1,0,Ki,CHEMBL389963,CHEMBL1148766
COc1cc2ncnc(Oc3ccc4oc(Nc5ccc(Cl)c(OC[C@@H]6CCCN6C)c5)nc4c3)c2cc1OC,0.5,0.0,0.0,1,0,Ki,CHEMBL230003,CHEMBL1148766
CN1CCC[C@H]1COc1cc(Nc2nc3cc(Oc4ccnc(C(N)=O)c4)ccc3o2)ccc1Cl,3.0,0.0,0.0,1,0,Ki,CHEMBL230002,CHEMBL1148766
CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(OCC5CCNCC5)c4)nc3c2)ccn1,3.0,0.0,0.0,1,0,Ki,CHEMBL425672,CHEMBL1148766
CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(CN5CCOCC5)c4)nc3c2)ccn1,4.0,0.0,0.0,1,0,Ki,CHEMBL231570,CHEMBL1148766
CCN(CC)CCOc1cc(Nc2nc3cc(Oc4ccnc(C(=O)NC)c4)ccc3o2)ccc1Cl,5.0,0.0,0.0,1,0,Ki,CHEMBL395335,CHEMBL1148766
CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(OCCN(C)C)c4)nc3c2)ccn1,4.0,0.0,0.0,1,0,Ki,CHEMBL231569,CHEMBL1148766
