smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CCCOc1c(OC)cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(C)(=O)=O,11.65,2.6500000000000004,1.873832970144351,2,0,Ki,CHEMBL1793831,"CHEMBL1126126,CHEMBL1126400"
CCCS(=O)(=O)c1cc(C2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(OC)c1OCCS(=O)(=O)c1ccccc1,1.0,0.0,0.0,1,0,Ki,CHEMBL293773,CHEMBL1126400
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CCO,4.96,1.4402777509911064,0.6441117915393257,5,0,Ki,CHEMBL299944,"CHEMBL1125858,CHEMBL1126126,CHEMBL1126400"
CCCOc1c(OCCCN2CCOCC2)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,2.5,0.0,0.0,1,0,Ki,CHEMBL117413,CHEMBL1126126
CCCOc1c(OCCCn2ccnc2)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,3.0,0.0,0.0,1,0,Ki,CHEMBL407427,CHEMBL1126126
COc1cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(OC)c1OC,103.0,0.0,0.0,1,0,Ki,CHEMBL297624,CHEMBL1126126
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@@H](C)CCCO,3.2800000000000002,0.42000000000000015,0.2969848480983501,2,0,Ki,CHEMBL334115,CHEMBL1126126
CCCOc1c(OC)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)C[C@H](C)CCCO,4.49,0.7699999999999998,0.5444722215136414,2,0,Ki,CHEMBL116072,CHEMBL1126126
CCCOc1c(OCCCO)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,2.375,0.5249999999999999,0.3712310601229374,2,0,Ki,CHEMBL118105,CHEMBL1126126
COc1ccc([C@H]2O[C@@H](c3ccc(OC)c(OC)c3)[C@H](C)[C@H]2C)cc1OC,1000.0,0.0,0.0,1,0,Ki,CHEMBL112481,CHEMBL1126126
C#Cc1cccc2c1c(C(=O)c1ccc(Cn3c(C)nc4cnccc43)c(F)c1)cn2C(=O)N(C)C,0.57,0.0,0.0,1,0,Ki,CHEMBL369225,CHEMBL1131207
CCOC(=O)[C@H](CC(C)C)N(C)S(=O)(=O)c1ccc(Cn2c(C)nc3cnccc32)cc1,0.38,0.0,0.0,1,0,Ki,CHEMBL322832,CHEMBL1131207
COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,1060.0,0.0,0.0,1,0,Ki,CHEMBL210514,CHEMBL1148507
CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,1917.0,0.0,0.0,1,0,Ki,CHEMBL34431,CHEMBL1909046
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,22635.0,0.0,0.0,1,0,Ki,CHEMBL104,CHEMBL1909046
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,0.15,0.0,0.0,1,0,Ki,CHEMBL1235246,CHEMBL2390918
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2270.0,0.0,0.0,1,0,Ki,CHEMBL2105667,CHEMBL2440072
Cc1ccc(C(C)(C)O)cc1-c1ccc2c(n1)n(C)c(=O)n2CC(C)(C)C,2000.0,0.0,0.0,1,0,Ki,CHEMBL3765778,CHEMBL3763140
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,9.9,0.0,0.0,1,0,Ki,CHEMBL280164,CHEMBL5463721
