smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,30.0,8.0,5.65685424949238,2,0,Ki,CHEMBL1336,"CHEMBL1140099,CHEMBL1240298"
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,0.16,0.0,0.0,7,1,Ki,CHEMBL477989,"CHEMBL1140099,CHEMBL1944549,CHEMBL2034910,CHEMBL2169832,CHEMBL5446079,CHEMBL5661971"
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,3.3,0.7,0.4949747468305832,2,0,Ki,CHEMBL1230020,CHEMBL2169832
Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ncnc2[nH]cnc12,1.0,0.0,0.0,2,0,Ki,CHEMBL1197798,CHEMBL2169832
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,0.16333333333333333,0.024944382578492942,0.014401645996461912,3,0,Ki,CHEMBL525191,"CHEMBL2169832,CHEMBL3351283"
Nc1ncnc2c(C(=O)Nc3c(Cl)ccc(NS(=O)(=O)N4CCCC4)c3F)cccc12,2.3,0.0,0.0,1,0,Ki,CHEMBL4780489,CHEMBL4665914
Cc1nn(C)cc1-c1cc(C(=O)Nc2c(Cl)ccc(NS(=O)(=O)c3ccccc3Cl)c2F)c2ncnc(N)c2c1,0.25,0.0,0.0,1,0,Ki,CHEMBL4758147,CHEMBL4665914
Cc1cc(C(=O)Nc2c(Cl)ccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)c2ncnc(NCCN)c2c1,5.2,0.0,0.0,1,0,Ki,CHEMBL4740654,CHEMBL4665914
Cc1cc(C(=O)Nc2c(Cl)ccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)c2ncnc(N[C@@H]3CCCNC3)c2c1,70.0,0.0,0.0,1,0,Ki,CHEMBL4749836,CHEMBL4665914
N[C@H]1CC[C@H](Nc2ncnc3c(C(=O)Nc4c(Cl)ccc(NS(=O)(=O)c5cc(F)ccc5F)c4F)csc23)CC1,1.4,0.0,0.0,1,0,Ki,CHEMBL4786638,CHEMBL4665914
N[C@H]1CC[C@H](Nc2ncnc3c(C(=O)Nc4c(Cl)ccc(NS(=O)(=O)c5ccccc5Cl)c4F)csc23)CC1,110.0,0.0,0.0,1,0,Ki,CHEMBL4781285,CHEMBL4665914
CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,0.139,0.0,0.0,2,0,Ki,CHEMBL3577124,"CHEMBL4706748,CHEMBL5030511"
CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(=O)n(C)c2n1,0.102,0.0,0.0,1,0,Ki,CHEMBL4740241,CHEMBL4706748
Cc1cc(F)c(C(=O)NCCCC(C)(C)C)cc1-c1ccc2c(=O)n(C)ncc2c1,0.12,0.0,0.0,1,0,Ki,CHEMBL4776565,CHEMBL4706748
Cc1cc(F)c(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1-c1cnc2c(=O)n(C)ncc2c1,0.19,0.0,0.0,1,0,Ki,CHEMBL4778419,CHEMBL4706748
COc1n[nH]c2ncc(NC(=O)c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cc12,0.165,0.0,0.0,1,0,Ki,CHEMBL5090624,CHEMBL5030511
OCCn1cc(-c2ccc3c(c2)C/C(=N\O)C3)c(-c2ccncc2)n1,0.13,0.0,0.0,1,0,Ki,CHEMBL5566280,CHEMBL5550193
