smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3c(c2)CCCC3)C(=O)N(C)C2CCCC2)cc1,1900.0,0.0,0.0,1,0,Ki,CHEMBL7587,CHEMBL1132084
CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3cc(OC)ccc3c2)C(=O)N(C)C2CCCC2)cc1,14000.0,0.0,0.0,1,0,Ki,CHEMBL7758,CHEMBL1132084
CCCc1ccc(S(=O)(=O)N[C@@H](CC#Cc2ccc(NC)cc2)C(=O)N(C)C2CCCC2)cc1,6600.0,0.0,0.0,1,0,Ki,CHEMBL553108,CHEMBL1132084
CCc1cccc(/C=C/[C@H]2[C@@H]3CCCC[C@H]3C[C@H]3C(=O)O[C@H](C)[C@@H]23)n1,12.0,0.0,0.0,1,0,Ki,CHEMBL197791,CHEMBL1141080
C[C@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,2.7,0.0,0.0,1,0,Ki,CHEMBL371069,CHEMBL1141080
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](O)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C(F)(F)F)c4)cn3)[C@H]12,11.0,0.0,0.0,1,0,Ki,CHEMBL218933,CHEMBL1139225
CCOC(=O)N1CC[C@@H]2[C@H](C[C@H]3C(=O)O[C@H](C)[C@H]3[C@H]2/C=C/c2ccc(-c3cccc(F)c3)cn2)C1,4.3,0.0,0.0,1,0,Ki,CHEMBL390630,CHEMBL1148816
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](N)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12,20.0,0.0,0.0,1,0,Ki,CHEMBL498785,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C)c2F)cn1,11.0,0.0,0.0,1,0,Ki,CHEMBL507697,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cc(F)cc(F)c2)cn1,5.9,0.0,0.0,1,0,Ki,CHEMBL458264,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(Cl)c2)cn1,11.0,0.0,0.0,1,0,Ki,CHEMBL521531,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C#N)c2)cn1,1.8,0.0,0.0,1,0,Ki,CHEMBL442649,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(N)=O)c2)cn1,367.0,0.0,0.0,1,0,Ki,CHEMBL460583,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccc2F)cn1,11.0,0.0,0.0,1,0,Ki,CHEMBL495422,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(OC)c2)cn1,5.9,0.0,0.0,1,0,Ki,CHEMBL446344,CHEMBL1150318
CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,3.7,0.0,0.0,1,0,Ki,CHEMBL453277,CHEMBL1150318
CCCN(C(=O)OCC)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,89.0,0.0,0.0,1,0,Ki,CHEMBL506808,CHEMBL1150318
CCOC(=O)N(C)[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,4.1,0.0,0.0,1,0,Ki,CHEMBL500551,CHEMBL1150318
C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](NC(=O)OC(C)(C)C)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(C#N)c4)cn3)[C@H]12,44.0,0.0,0.0,1,0,Ki,CHEMBL455020,CHEMBL1150318
CCCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,17.0,0.0,0.0,1,0,Ki,CHEMBL494816,CHEMBL1150318
COC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,6.1,0.0,0.0,1,0,Ki,CHEMBL493983,CHEMBL1150318
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,7.74,3.808726821393207,1.703314416072382,5,0,Ki,CHEMBL493982,"CHEMBL1150318,CHEMBL1268933,CHEMBL3108665"
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cn1,13.0,0.0,0.0,1,0,Ki,CHEMBL449425,CHEMBL1150318
