smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,Ki,20.0,nM,CHEMBL298445,CHEMBL1149116,,,False,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,Ki,20.0,nM,CHEMBL182493,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccc(F)cc3)nn2n1,Ki,10.0,nM,CHEMBL182326,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccc(F)cc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(F)cc3)nn2n1,Ki,10.0,nM,CHEMBL183064,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(F)cc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,Ki,50.0,nM,CHEMBL361038,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,False,False,False
c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1,Ki,19000.0,nM,CHEMBL362296,CHEMBL1138749,,,False,c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1,False,False,False
Fc1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1F,Ki,23000.0,nM,CHEMBL185516,CHEMBL1138749,,,False,Fc1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1F,False,False,False
COCCOc1cnn2ncc(-c3ccnc(Nc4cccc(OC)c4)n3)c2c1,Ki,80.0,nM,CHEMBL180593,CHEMBL1138749,,,False,COCCOc1cnn2ncc(-c3ccnc(Nc4cccc(OC)c4)n3)c2c1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,Ki,30.0,nM,CHEMBL364197,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,Ki,100.0,nM,CHEMBL186010,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,Ki,30.0,nM,CHEMBL361723,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,Ki,790.0,nM,CHEMBL364539,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,Ki,1580.0,nM,CHEMBL186195,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,Ki,630.0,nM,CHEMBL184657,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,Ki,150.0,nM,CHEMBL189617,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,False,False,False
Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,Ki,20.0,nM,CHEMBL189459,CHEMBL1138749,,,False,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,False,False,False
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Ki,10.0,nM,CHEMBL359554,CHEMBL1138749,,,False,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,False,False,False
CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,Ki,19900.0,nM,CHEMBL360866,CHEMBL1138749,,,False,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,False,False,False
Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,Ki,6000.0,nM,CHEMBL366259,CHEMBL1138749,,,False,Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,False,False,False
COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,Ki,10.0,nM,CHEMBL187081,CHEMBL1138749,,,False,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,False,False,False
CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Ki,30.0,nM,CHEMBL359963,CHEMBL1138749,,,False,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,False,False,False
CCC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Ki,120.0,nM,CHEMBL185871,CHEMBL1138749,,,False,CCC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,False,False,False
CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Ki,50.0,nM,CHEMBL364587,CHEMBL1138749,,,False,CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,False,False,False
COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,Ki,10.0,nM,CHEMBL186054,CHEMBL1138749,,,False,COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,False,False,False
Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F,Ki,10.0,nM,CHEMBL364370,CHEMBL1138749,,,False,Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F,False,False,False
Clc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1Cl,Ki,10.0,nM,CHEMBL186890,CHEMBL1138749,,,False,Clc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1Cl,False,False,False
COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,Ki,10.0,nM,CHEMBL359999,CHEMBL1138749,,,False,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,False,False,False
Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,10.0,nM,CHEMBL187750,CHEMBL1138749,,,False,Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,False,False,False
COc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,50.0,nM,CHEMBL189235,CHEMBL1138749,,,False,COc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,False,False,False
CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,190.0,nM,CHEMBL183993,CHEMBL1138749,,,False,CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,False,False,False
CCCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,790.0,nM,CHEMBL187287,CHEMBL1138749,,,False,CCCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,False,False,False
COc1cccc(Nc2nccc(-c3cnn4nc(OC)ccc34)n2)c1,Ki,100.0,nM,CHEMBL188312,CHEMBL1138749,,,False,COc1cccc(Nc2nccc(-c3cnn4nc(OC)ccc34)n2)c1,False,False,False
COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,Ki,50.0,nM,CHEMBL365248,CHEMBL1138749,,,False,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,False,False,False
