smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
Cc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,Ki,140.0,nM,CHEMBL442957,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(N)n2)s1,Ki,6500.0,nM,CHEMBL47302,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(N)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccccc3F)n2)s1,Ki,1200.0,nM,CHEMBL297447,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccccc3F)n2)s1,False,False,False
CNc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,Ki,110.0,nM,CHEMBL44119,CHEMBL1149116,,,False,CNc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc(C#N)c3)n2)s1,Ki,300.0,nM,CHEMBL47132,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc(C#N)c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc(N)c3)n2)s1,Ki,400.0,nM,CHEMBL47636,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc(N)c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c(Cl)c3)n2)s1,Ki,100.0,nM,CHEMBL433068,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c(Cl)c3)n2)s1,False,False,False
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,Ki,30.0,nM,CHEMBL431336,CHEMBL1149116,,,False,Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,Ki,60.0,nM,CHEMBL47527,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,Ki,220.0,nM,CHEMBL46817,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,False,False,False
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,Ki,2.0,nM,CHEMBL298445,CHEMBL1149116,,,False,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,False,False,False
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1,Ki,700.0,nM,CHEMBL295398,CHEMBL1149116,,,False,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1,False,False,False
CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,Ki,800.0,nM,CHEMBL46429,CHEMBL1149116,,,False,CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccccc3)n2)s1,Ki,80.0,nM,CHEMBL295127,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccccc3)n2)s1,False,False,False
CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,Ki,70.0,nM,CHEMBL47590,CHEMBL1149116,,,False,CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c([N+](=O)[O-])c3)n2)s1,Ki,20.0,nM,CHEMBL295484,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)c([N+](=O)[O-])c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,Ki,290.0,nM,CHEMBL48109,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc(F)c3)n2)s1,Ki,100.0,nM,CHEMBL432116,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc(F)c3)n2)s1,False,False,False
Cc1nc(N(C)C)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,Ki,60.0,nM,CHEMBL46401,CHEMBL1149116,,,False,Cc1nc(N(C)C)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(Cl)cc3)n2)s1,Ki,2500.0,nM,CHEMBL45001,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(Cl)cc3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc([N+](=O)[O-])cc3)n2)s1,Ki,4100.0,nM,CHEMBL47690,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc([N+](=O)[O-])cc3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3ccc(F)cc3)n2)s1,Ki,40.0,nM,CHEMBL297412,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3ccc(F)cc3)n2)s1,False,False,False
C=CCNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,Ki,160.0,nM,CHEMBL47249,CHEMBL1149116,,,False,C=CCNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc(Cl)c3)n2)s1,Ki,670.0,nM,CHEMBL44712,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc(Cl)c3)n2)s1,False,False,False
Cc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,Ki,110.0,nM,CHEMBL45408,CHEMBL1149116,,,False,Cc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,False,False,False
Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,Ki,1300.0,nM,CHEMBL303958,CHEMBL1133452,,,False,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,False,False,False
