smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,74.0,4.320493798938574,2.4944382578492945,3,0,Ki,CHEMBL15928,"CHEMBL1143467,CHEMBL1150041"
Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,3.0,0.0,0.0,1,0,Ki,CHEMBL87187,CHEMBL1131962
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,251.19,0.0,0.0,1,0,Ki,CHEMBL292759,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,501.19,0.0,0.0,2,0,Ki,CHEMBL29846,"CHEMBL1132410,CHEMBL1135108"
CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,1.8,0.0,0.0,3,0,Ki,CHEMBL25924,"CHEMBL1134402,CHEMBL1145819,CHEMBL5370537"
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,3.8333333333333335,1.596524001977073,0.9217535623091617,3,0,Ki,CHEMBL531,"CHEMBL1126679,CHEMBL1130416,CHEMBL5523761"
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.45,0.04999999999999999,0.03535533905932737,2,0,Ki,CHEMBL157138,"CHEMBL1130416,CHEMBL5523761"
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,73.0,0.0,0.0,1,0,Ki,CHEMBL419792,CHEMBL1130416
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,24.0,0.0,0.0,2,0,Ki,CHEMBL493,"CHEMBL1130416,CHEMBL5523761"
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1706.0,0.0,0.0,1,0,Ki,CHEMBL589,CHEMBL1130416
