smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
O=C(NC(=O)[C@H](Cc1cc(I)c(O)c(I)c1)NC(=O)[C@H](CCc1ccccc1)N/C=C/S(=O)(=O)c1ccccc1)NN1CCOCC1,340.0,0.0,0.0,1,0,Ki,CHEMBL3142837,CHEMBL1128689
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)B(O)O,6.1,0.0,0.0,1,0,Ki,CHEMBL114388,CHEMBL1130744
CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)N/C=C/S(=O)(=O)c1ccccc1)C(=O)NC(=O)NN1CCOCC1,39000.0,0.0,0.0,1,0,Ki,CHEMBL3142832,CHEMBL1128689
O=C(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCc1ccccc1)N/C=C/S(=O)(=O)c1ccccc1)NN1CCOCC1,11000.0,0.0,0.0,1,0,Ki,CHEMBL3142835,CHEMBL1128689
O=C(NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CCc1ccccc1)N/C=C/S(=O)(=O)c1ccc2ccccc2c1)NN1CCOCC1,150.0,0.0,0.0,1,0,Ki,CHEMBL3142836,CHEMBL1128689
CC(C)N1CC(=O)C(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O,12920.0,0.0,0.0,1,0,Ki,CHEMBL100017,CHEMBL1134918
CC(C)C[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CSCCCc1ccccc1,1700.0,0.0,0.0,2,0,Ki,CHEMBL321974,"CHEMBL1134918,CHEMBL1135707"
O=C(N[C@@H](Cc1ccccc1)C(=O)NC1CC(=O)N(CCCc2ccccc2)CC1=O)OCc1ccccc1,693.0,0.0,0.0,1,0,Ki,CHEMBL316864,CHEMBL1134918
O=C(N[C@@H](Cc1ccccc1)C(=O)NC1CC(=O)N(Cc2ccccc2)CC1=O)OCc1ccccc1,13220.0,0.0,0.0,1,0,Ki,CHEMBL419727,CHEMBL1134918
O=C(N[C@@H](Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1,6170.0,0.0,0.0,1,0,Ki,CHEMBL100702,CHEMBL1134918
CC(C)CN1CC(=O)C(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O,4550.0,0.0,0.0,1,0,Ki,CHEMBL105708,CHEMBL1134918
CCCN1CC(=O)C(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O,10510.0,0.0,0.0,1,0,Ki,CHEMBL101306,CHEMBL1134918
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)NC(C)CC,3.7,0.0,0.0,1,0,Ki,CHEMBL314777,CHEMBL1149206
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)NC1CC1,1.6,0.0,0.0,1,0,Ki,CHEMBL86453,CHEMBL1149206
CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,4.0,0.0,0.0,1,0,Ki,CHEMBL264623,CHEMBL1149206
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)O,1.0,0.0,0.0,1,0,Ki,CHEMBL314442,CHEMBL1130546
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1,52.0,0.0,0.0,1,0,Ki,CHEMBL87150,CHEMBL1149206
CC(C)[C@H](NC(=O)c1cnccn1)C(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,5.0,0.0,0.0,1,0,Ki,CHEMBL313182,CHEMBL1149206
Cc1ccc(S(=O)(=O)N2CCC2C(=O)NC(C=O)Cc2ccccc2)cc1,2750.0,0.0,0.0,1,0,Ki,CHEMBL440369,CHEMBL1145738
Cc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)NC(C=O)Cc2ccccc2)cc1,70.0,0.0,0.0,1,0,Ki,CHEMBL350182,CHEMBL1145738
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)NC(C=O)Cc2ccccc2)cc1,12100.0,0.0,0.0,1,0,Ki,CHEMBL446429,CHEMBL1145738
Cc1ccc(S(=O)(=O)N2CCCCC2C(=O)NC(C=O)Cc2ccccc2)cc1,5260.0,0.0,0.0,1,0,Ki,CHEMBL163790,CHEMBL1145738
CS(=O)(=O)N[C@H](COCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,32.0,0.0,0.0,1,0,Ki,CHEMBL315636,CHEMBL1131026
CS(=O)(=O)N[C@H](CSCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,41.0,0.0,0.0,1,0,Ki,CHEMBL92114,CHEMBL1131026
CS(=O)(=O)N[C@H](COCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccc(OCc2ccccc2)cc1,45.0,0.0,0.0,1,0,Ki,CHEMBL91991,CHEMBL1131026
CCS(=O)(=O)N[C@H](COCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,45.0,0.0,0.0,1,0,Ki,CHEMBL89008,CHEMBL1131026
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,24.0,0.0,0.0,1,0,Ki,CHEMBL286722,CHEMBL1131026
CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,120.0,0.0,0.0,1,0,Ki,CHEMBL88646,CHEMBL1131026
CS(=O)(=O)N[C@H](COCc1ccccc1)C(=O)N[C@H](C=O)CCCCNS(=O)(=O)c1ccccc1,4.0,0.0,0.0,1,0,Ki,CHEMBL89100,CHEMBL1131026
CC(OCc1ccccc1)[C@@H](NS(C)(=O)=O)C(=O)N[C@H](C=O)Cc1ccccc1,44.0,0.0,0.0,1,0,Ki,CHEMBL89766,CHEMBL1131026
CS(=O)(=O)N[C@H](Cc1cccs1)C(=O)N[C@H](C=O)Cc1ccccc1,23.0,0.0,0.0,1,0,Ki,CHEMBL88895,CHEMBL1131026
CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1,658.0,0.0,0.0,1,0,Ki,CHEMBL354439,CHEMBL1146716
O=C(N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1)OCc1ccccc1,106.0,0.0,0.0,1,0,Ki,CHEMBL169560,CHEMBL1146716
