smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
Nc1[nH]cnc2nnc(-c3ccc(Cl)cc3)c1-2,500.0,0.0,0.0,1,0,Ki,CHEMBL207471,CHEMBL1148493
Cc1ccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(C)c(Cl)c4)o3)C2=O)cc1C,5000.0,0.0,0.0,1,0,Ki,CHEMBL206575,CHEMBL1148493
O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C\c1cccc(OCc2ccccc2)c1,1000.0,0.0,0.0,1,0,Ki,CHEMBL207360,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1cc2c(cc1Br)OCO2,2500.0,0.0,0.0,1,0,Ki,CHEMBL379308,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(N2CCOCC2)cc1,20000.0,0.0,0.0,1,0,Ki,CHEMBL378175,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(I)cc1,800.0,0.0,0.0,1,0,Ki,CHEMBL210766,CHEMBL1148493
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccccc1,600.0,0.0,0.0,1,0,Ki,CHEMBL209617,CHEMBL1148493
O=C(Nc1ccccc1)Nc1nnc(Cc2ccccc2)s1,58000.0,0.0,0.0,1,0,Ki,CHEMBL438610,CHEMBL1148493
COc1cc(SC)ccc1C(=O)Nc1nnc(CCc2ccccc2)s1,2000.0,0.0,0.0,1,0,Ki,CHEMBL376993,CHEMBL1148493
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1I,1300.0,0.0,0.0,2,0,Ki,CHEMBL207986,"CHEMBL1142311,CHEMBL1148493"
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccc(I)cc1,400.0,0.0,0.0,2,0,Ki,CHEMBL206046,"CHEMBL1142311,CHEMBL1148493"
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,19.7,0.3000000000000007,0.15000000000000036,5,1,Ki,CHEMBL230686,"CHEMBL1140465,CHEMBL1143794,CHEMBL1147085,CHEMBL5260813"
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,950.0,0.0,0.0,1,0,Ki,CHEMBL248044,CHEMBL1140464
N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1,300.0,0.0,0.0,1,0,Ki,CHEMBL399438,CHEMBL1140464
N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,770.0,0.0,0.0,1,0,Ki,CHEMBL245800,CHEMBL1140464
