smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,Ki,72.0,nM,CHEMBL15928,CHEMBL1150041,,,False,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,False,False,False
Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,Ki,3.0,nM,CHEMBL87187,CHEMBL1131962,,,False,Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,False,False,False
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,Ki,251.19,nM,CHEMBL292759,CHEMBL1132410,,,False,COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,False,False,False
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,Ki,501.19,nM,CHEMBL29846,CHEMBL1132410,,,False,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,Ki,1.8,nM,CHEMBL25924,CHEMBL1145819,,,False,CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,False,False,False
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Ki,4.0,nM,CHEMBL531,CHEMBL1130416,,,False,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,False,False,False
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,0.4,nM,CHEMBL157138,CHEMBL1130416,,,False,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,False,False,False
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,Ki,73.0,nM,CHEMBL419792,CHEMBL1130416,,,False,CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,False,False,False
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Ki,24.0,nM,CHEMBL493,CHEMBL1130416,,,False,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,False,False,False
CCCN(CCC)CCc1cccc2c1CC(=O)N2,Ki,1706.0,nM,CHEMBL589,CHEMBL1130416,,,False,CCCN(CCC)CCc1cccc2c1CC(=O)N2,False,False,False
