smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CC1Cc2cccc3c2N1C(=O)C(N1CCN(Cc2ccc(Cl)cc2)CC1)CC3,139.0,0.0,0.0,1,0,Ki,CHEMBL349833,CHEMBL1136593
CC1(C)Cc2cccc3c2N1C(=O)C(N1CCN(Cc2ccc(Cl)cc2)CC1)CC3,201.0,0.0,0.0,1,0,Ki,CHEMBL439646,CHEMBL1136593
Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,11.0,0.0,0.0,1,0,Ki,CHEMBL87187,CHEMBL1131962
Cc1ccc(CN2CCN(C3CCc4cccc5c4N(CC5)C3=O)CC2)cc1,209.0,0.0,0.0,2,0,Ki,CHEMBL351963,"CHEMBL1136593,CHEMBL5233263"
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,512.0,0.0,0.0,1,0,Ki,CHEMBL309118,CHEMBL1134599
Oc1nc2c(N3CCN(Cc4ccccc4)CC3)cccc2[nH]1,87.3,0.0,0.0,1,0,Ki,CHEMBL315864,CHEMBL1130595
O=C(NCCCN1CCN(c2ccccc2)CC1)c1cccc2c1-c1ccccc1C2=O,777.0,0.0,0.0,1,0,Ki,CHEMBL322179,CHEMBL1134599
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)-c1ccccc1-2,262.0,0.0,0.0,2,0,Ki,CHEMBL419505,"CHEMBL1130602,CHEMBL1134599"
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1Cc1ccccc1-2,1680.0,0.0,0.0,1,0,Ki,CHEMBL108527,CHEMBL1134599
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)-c1ccccc1C2,217.0,0.0,0.0,1,0,Ki,CHEMBL110411,CHEMBL1134599
O=C1Cc2c(ccc(Cl)c2N2CCN(Cc3ccccc3)CC2)N1,540.0,0.0,0.0,1,0,Ki,CHEMBL330108,CHEMBL1130595
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccc(Cl)c(Cl)c2)c2ccc(F)cc2)cc1,625.0,0.0,0.0,1,0,Ki,CHEMBL267562,CHEMBL1134599
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,3981.07,0.0,0.0,1,0,Ki,CHEMBL292759,CHEMBL1132410
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,794.33,0.0,0.0,2,0,Ki,CHEMBL29846,"CHEMBL1132410,CHEMBL1135108"
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,1740.0,0.0,0.0,1,0,Ki,CHEMBL310310,CHEMBL1134599
O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccc2c(c1)Cc1ccccc1-2,825.0,0.0,0.0,1,0,Ki,CHEMBL108637,CHEMBL1134599
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,2570.0,0.0,0.0,1,0,Ki,CHEMBL67750,CHEMBL1134599
O=C1Cc2c(cccc2N2CCN(Cc3ccccc3)CC2)N1,8.0,0.0,0.0,1,0,Ki,CHEMBL314952,CHEMBL1130595
Cc1ccc(CN2CCN(C3CCc4cccc5c4N(C3=O)C(C)(C)C5)CC2)cc1,165.0,0.0,0.0,1,0,Ki,CHEMBL351989,CHEMBL1136593
OC1CCc2c(c3ccccc3n2CCCN2CCN(c3ccccc3)CC2)C1,180.0,0.0,0.0,1,0,Ki,CHEMBL110120,CHEMBL1134599
COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5cccnc54)c3=O)C[C@@H]21,19.7,0.0,0.0,1,0,Ki,CHEMBL40650,CHEMBL1130166
COc1cc(C)ccc1CN1CCN(C2CCc3cccc4c3N(C2=O)C(C)(C)C4)CC1,952.0,0.0,0.0,1,0,Ki,CHEMBL159742,CHEMBL1136593
c1ccc(CN2CCN(c3cccc4[nH]cnc34)CC2)cc1,257.5,0.0,0.0,1,0,Ki,CHEMBL88837,CHEMBL1130595
COc1ccc(Cl)cc1CN1CCN(C2CCc3cccc4c3N(C2=O)C(C)(C)C4)CC1,220.0,0.0,0.0,1,0,Ki,CHEMBL354699,CHEMBL1136593
Fc1ccc(C(OCCN2C3CCC2CC(OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)c2ccc(F)cc2)cc1,927.0,0.0,0.0,1,0,Ki,CHEMBL323997,CHEMBL1134599
CCN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)Cc2ccccc21,21.0,0.0,0.0,2,0,Ki,CHEMBL68191,"CHEMBL1132730,CHEMBL1136593"
O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccccc21,690.0,0.0,0.0,3,0,Ki,CHEMBL69584,"CHEMBL1132730,CHEMBL1134936,CHEMBL1136593"
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1c2ccccc2-c2ccccc21,10.0,0.0,0.0,1,0,Ki,CHEMBL307800,CHEMBL1134599
O=C1c2ccccc2C(=O)N1CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,11.0,0.0,0.0,1,0,Ki,CHEMBL306672,CHEMBL1134599
Cc1ccc(CN2CCN(C3CCc4cccc5c4N(C3=O)C(C)C5)CC2)cc1,26.0,0.0,0.0,1,0,Ki,CHEMBL345438,CHEMBL1136593
Fc1ccc(C(OCCOC2CC3CCC(C2)N3)c2ccc(F)cc2)cc1,1120.0,0.0,0.0,1,0,Ki,CHEMBL110435,CHEMBL1134599
O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,120.0,0.0,0.0,1,0,Ki,CHEMBL69717,CHEMBL1134599
O=C(NCCCN1CCN(c2ccccc2)CC1)C1c2ccccc2-c2ccccc21,606.0,0.0,0.0,1,0,Ki,CHEMBL302796,CHEMBL1134599
c1ccc(CN2CCN(c3cccc4[nH]ccc34)CC2)cc1,53.0,0.0,0.0,1,0,Ki,CHEMBL328051,CHEMBL1130595
CN1C2CCC1CC(OC1c3ccccc3Cc3ccccc31)C2,672.0,0.0,0.0,1,0,Ki,CHEMBL320114,CHEMBL1134599
Fc1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCc2ccccc2)c2ccc(F)cc2)cc1,81.3,0.0,0.0,1,0,Ki,CHEMBL2308105,CHEMBL1134599
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1c2ccccc2-c2ccccc21,414.0,0.0,0.0,1,0,Ki,CHEMBL68860,CHEMBL1134599
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,47.0,0.0,0.0,1,0,Ki,CHEMBL90476,CHEMBL1130595
FC(F)(F)c1nc2c(N3CCN(Cc4ccccc4)CC3)cccc2[nH]1,4.1,0.0,0.0,1,0,Ki,CHEMBL88289,CHEMBL1130595
Clc1cccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccccc2)c1,59.0,0.0,0.0,1,0,Ki,CHEMBL106660,CHEMBL1134599
COc1ccc(C)cc1CN1CCN(C2CCc3cccc4c3N(C2=O)C(C)(C)C4)CC1,313.0,0.0,0.0,1,0,Ki,CHEMBL351612,CHEMBL1136593
O=C(NCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,5.0,0.0,0.0,1,0,Ki,CHEMBL68720,CHEMBL1134599
Clc1ccc2[nH]ccc2c1N1CCN(Cc2ccccc2)CC1,81.3,0.0,0.0,1,0,Ki,CHEMBL311539,CHEMBL1130595
O=C(NCCCN1CCN(c2ccccc2)CC1)c1cccc2c1Cc1ccccc1-2,473.0,0.0,0.0,1,0,Ki,CHEMBL110349,CHEMBL1134599
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2cccc3ccccc23)c2ccc(F)cc2)cc1,379.0,0.0,0.0,1,0,Ki,CHEMBL12004,CHEMBL1134599
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2cc3ccccc3[nH]2)c2ccc(F)cc2)cc1,218.0,0.0,0.0,1,0,Ki,CHEMBL109299,CHEMBL1134599
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccccc2)c2ccc(F)cc2)cc1,132.0,0.0,0.0,1,0,Ki,CHEMBL12375,CHEMBL1134599
COc1cccc(C(=O)CCCN2CCN(c3ccc(Cl)cc3)CC2)c1,2550.0,0.0,0.0,1,0,Ki,CHEMBL327245,CHEMBL1133667
COc1cccc(CNCCN2CCN(c3ccc(Cl)cc3)CC2)c1,5000.0,0.0,0.0,1,0,Ki,CHEMBL96462,CHEMBL1133667
C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,50.0,0.0,0.0,2,0,Ki,CHEMBL24222,"CHEMBL1127015,CHEMBL1127438"
N#Cc1cccc([C@@H]2CCCN(CC3CC3)C2)c1,519.0,0.0,0.0,1,0,Ki,CHEMBL328894,CHEMBL1127438
CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@H]3N,2250.0,0.0,0.0,3,0,Ki,CHEMBL27251,"CHEMBL1132996,CHEMBL1134402,CHEMBL1145819"
CCCN1CCC[C@@H](c2cccc(Br)c2)C1,170.0,0.0,0.0,1,0,Ki,CHEMBL92817,CHEMBL1127438
COc1cccc(C(=O)NCCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,2350.0,0.0,0.0,2,0,Ki,CHEMBL315879,"CHEMBL1133667,CHEMBL1136013"
CCCN1CCC[C@@H](c2cccc(CC#N)c2)C1,69.0,0.0,0.0,1,0,Ki,CHEMBL93917,CHEMBL1127438
CCN1CCC[C@@H](c2cccc(C#N)c2)C1,235.0,0.0,0.0,1,0,Ki,CHEMBL90798,CHEMBL1127438
O=S(=O)(Oc1cccc([C@@H]2CCCN(CCc3ccccc3)C2)c1)C(F)(F)F,73.0,0.0,0.0,1,0,Ki,CHEMBL328119,CHEMBL1127438
COc1cccc(C(=O)NCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,3955.0,5.0,3.5355339059327373,2,0,Ki,CHEMBL92713,"CHEMBL1133667,CHEMBL1136013"
COc1ccc2c(c1)C(NCCN1CCN(c3ccc(Cl)cc3)CC1)CCC2,262.0,0.0,0.0,1,0,Ki,CHEMBL328283,CHEMBL1133667
CO[C@]1(C)c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,7.1,0.0,0.0,2,0,Ki,CHEMBL281924,"CHEMBL1132996,CHEMBL1145819"
CO[C@@]1(C)c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,71.0,0.0,0.0,2,0,Ki,CHEMBL281923,"CHEMBL1132996,CHEMBL1145819"
CC(C)N1CCC[C@@H](c2cccc(C#N)c2)C1,106.0,0.0,0.0,1,0,Ki,CHEMBL93383,CHEMBL1127438
C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1,25.5,0.0,0.0,3,1,Ki,CHEMBL335545,"CHEMBL1127372,CHEMBL1128721"
CCCN1CCC[C@@H](c2cccc(-c3ccsc3)c2)C1,134.0,0.0,0.0,1,0,Ki,CHEMBL314536,CHEMBL1127438
C#CCN1CCC[C@@H](c2cccc(C#N)c2)C1,1178.0,0.0,0.0,1,0,Ki,CHEMBL91228,CHEMBL1127438
COc1cccc(NC(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)c1,282.0,0.0,0.0,1,0,Ki,CHEMBL329228,CHEMBL1133667
COc1ccc2c(c1)C(=O)N(CCN1CCN(c3ccc(Cl)cc3)CC1)CC2,3960.0,0.0,0.0,1,0,Ki,CHEMBL330470,CHEMBL1133667
Oc1ccc(C2=CCN(C[C@@H]3CCC=C(c4ccc(O)cc4)C3)CC2)cc1,6.25,4.050000000000001,2.8637824638055176,2,0,Ki,CHEMBL147159,CHEMBL1128721
COc1cccc2c1CCN(CCN1CCN(c3ccc(Cl)cc3)CC1)C2=O,3170.0,0.0,0.0,1,0,Ki,CHEMBL96799,CHEMBL1133667
CCCN1CCC[C@@H](c2cccc(CO)c2)C1,240.0,0.0,0.0,1,0,Ki,CHEMBL93101,CHEMBL1127438
C=CCN1CCC2c3cccc(C#N)c3CCC21,984.0,0.0,0.0,1,0,Ki,CHEMBL92939,CHEMBL1127438
CCCN1CCC[C@@H](c2cccc(OC)c2)C1,602.0,0.0,0.0,1,0,Ki,CHEMBL93582,CHEMBL1127438
N#Cc1cccc([C@@H]2CCCNC2)c1,314.0,0.0,0.0,1,0,Ki,CHEMBL93682,CHEMBL1127438
COc1cccc(CCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,2740.0,0.0,0.0,1,0,Ki,CHEMBL318747,CHEMBL1133667
C=CCN1CCC[C@@H](c2cccc(C#N)c2)C1,254.0,0.0,0.0,1,0,Ki,CHEMBL93212,CHEMBL1127438
CN1CCC[C@@H](c2cccc(C#N)c2)C1,1040.0,0.0,0.0,1,0,Ki,CHEMBL90662,CHEMBL1127438
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,18.0,0.0,0.0,3,0,Ki,CHEMBL280955,"CHEMBL1126679,CHEMBL1127015,CHEMBL1127438"
CCCN1CCC[C@@H](c2cccc(OS(C)(=O)=O)c2)C1,192.0,0.0,0.0,1,0,Ki,CHEMBL93594,CHEMBL1127438
N#Cc1cccc([C@@H]2CCCN(CCc3ccccc3)C2)c1,22.0,0.0,0.0,1,0,Ki,CHEMBL93646,CHEMBL1127438
COc1cccc2c1CCCC2CCCN1CCN(c2ccc(Cl)cc2)CC1,3400.0,0.0,0.0,1,0,Ki,CHEMBL321557,CHEMBL1133667
CCCN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,48.0,0.0,0.0,1,0,Ki,CHEMBL90359,CHEMBL1127438
CCCN1CCC[C@@H](c2cccc(OCC(F)(F)F)c2)C1,820.0,0.0,0.0,1,0,Ki,CHEMBL93946,CHEMBL1127438
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,1900.0,0.0,0.0,2,0,Ki,CHEMBL93403,"CHEMBL1133667,CHEMBL1136013"
CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@H]3N,261.0,0.0,0.0,2,0,Ki,CHEMBL281048,"CHEMBL1132996,CHEMBL1145819"
Oc1ccc(C2=CCC[C@@H](CN3CC=C(c4ccccc4)CC3)C2)cc1,1.85,1.6500000000000001,1.1667261889578033,2,0,Ki,CHEMBL357416,CHEMBL1128721
CCCN1CCC[C@@H](c2cccc(C=O)c2)C1,145.0,0.0,0.0,1,0,Ki,CHEMBL92578,CHEMBL1127438
COc1ccc2c(c1)C(CCCN1CCN(c3ccc(Cl)cc3)CC1)CCC2,980.0,0.0,0.0,1,0,Ki,CHEMBL420067,CHEMBL1133667
CCCN(CCC)C1COc2c(cccc2-c2ccoc2)C1,47.5,0.0,0.0,1,0,Ki,CHEMBL38580,CHEMBL1132392
CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,22.0,0.0,0.0,1,0,Ki,CHEMBL100454,CHEMBL1150510
Clc1ccc(N2CCN(Cc3cccc4ccnn34)CC2)cc1,31000.0,0.0,0.0,3,1,Ki,CHEMBL88937,"CHEMBL1134560,CHEMBL1141881"
CN(C)C1C=CC2(CC1)c1ccccc1C=Cc1ccc(Cl)cc12,3.58,2.92,2.064751801064719,2,0,Ki,CHEMBL300647,CHEMBL1125700
CCCN(CCC)C1COc2c(cccc2-c2ccsc2)C1,398.0,0.0,0.0,1,0,Ki,CHEMBL39847,CHEMBL1132392
CCCN(CCC)C1COc2c(cccc2-c2ccc(OC)cc2)C1,1090.0,0.0,0.0,1,0,Ki,CHEMBL41200,CHEMBL1132392
CN[C@@H]1Cc2cccc3ncn(c23)C1,355.0,0.0,0.0,1,0,Ki,CHEMBL348285,CHEMBL1130416
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.6019571428571429,0.22021634724024627,0.08323395563267667,7,0,Ki,CHEMBL157138,"CHEMBL1130416,CHEMBL1131163,CHEMBL1909046,CHEMBL3286112,CHEMBL5344475,CHEMBL5523761"
