smiles,exp_mean,exp_std,exp_sem,no.entries,no.outliers,standard_types,chembl_id,chembl_id_doc
CCOc1nc(NC(C)=O)cc(N)c1C#N,194.765,4.765000000000001,3.369363812353899,2,0,Ki,CHEMBL208637,"CHEMBL1148638,CHEMBL1201862"
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,2.0,0.0,0.0,3,1,Ki,CHEMBL210618,"CHEMBL1145498,CHEMBL1148638"
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,3.081,0.08099999999999996,0.05727564927611032,2,0,Ki,CHEMBL210963,"CHEMBL1148638,CHEMBL1201862"
COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,2.081,1.081,0.7643824304626577,2,0,Ki,CHEMBL378627,"CHEMBL1148638,CHEMBL1201862"
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,3.4905,0.49049999999999994,0.3468358761720015,2,0,Ki,CHEMBL210928,"CHEMBL1148638,CHEMBL1201862"
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,3.8905,0.09050000000000002,0.06399316369738256,2,0,Ki,CHEMBL377383,"CHEMBL1138045,CHEMBL1201862"
CCOc1nc(C(=O)NC)cc(N)c1C#N,400.0,0.0,0.0,1,0,Ki,CHEMBL211605,CHEMBL1138045
Cc1ccnc(S)n1,2060.0,0.0,0.0,1,0,Ki,CHEMBL455772,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2-c2ccc(Cl)cc2)n1,48.0,0.0,0.0,1,0,Ki,CHEMBL451282,CHEMBL1154397
Clc1ccc(-c2n[nH]cc2-c2ccnc(NC3CC3)n2)cc1,151.0,0.0,0.0,1,0,Ki,CHEMBL521016,CHEMBL1154397
Clc1ccc(-c2n[nH]cc2-c2ccnc(NC3CCCCC3)n2)cc1,27.0,0.0,0.0,1,0,Ki,CHEMBL485348,CHEMBL1154397
C[C@H](CC(=O)O)Nc1nccc(-c2c[nH]nc2-c2ccc(Cl)cc2)n1,315.0,0.0,0.0,1,0,Ki,CHEMBL484341,CHEMBL1154397
Clc1ccc(-c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)cc1,26.0,0.0,0.0,1,0,Ki,CHEMBL503206,CHEMBL1154397
CN1CCC(Nc2nccc(-c3c[nH]nc3-c3ccc(Cl)cc3)n2)CC1,1570.0,0.0,0.0,1,0,Ki,CHEMBL450660,CHEMBL1154397
CC(C)Nc1nccc(-c2cn[nH]c2)n1,2730.0,0.0,0.0,1,0,Ki,CHEMBL485193,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2C2CCCCO2)n1,381.0,0.0,0.0,1,0,Ki,CHEMBL485364,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2C2CCCOC2)n1,43.0,0.0,0.0,1,0,Ki,CHEMBL485365,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2C2CCOCC2)n1,169.0,0.0,0.0,1,0,Ki,CHEMBL520332,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2C2CCCNC2)n1,530.0,0.0,0.0,1,0,Ki,CHEMBL484326,CHEMBL1154397
CC(C)Nc1nccc(-c2c[nH]nc2C2CCN(S(C)(=O)=O)CC2)n1,101.0,0.0,0.0,1,0,Ki,CHEMBL520488,CHEMBL1154397
Cc1ccc(-c2n[nH]cc2-c2ccnc(NC3CCN(C)CC3)n2)cn1,162.0,0.0,0.0,1,0,Ki,CHEMBL518996,CHEMBL1154397
