smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag,CuratedSmiles,IsSalt,FailedSanit,Neutralized
CCCCCCCCC#Cc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,Ki,580.0,nM,CHEMBL440201,CHEMBL1134032,,,False,CCCCCCCCC#Cc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,False,False,False
CCCCCCCCC#Cc1ccc2c(c1)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,Ki,23.0,nM,CHEMBL6453,CHEMBL1134032,,,False,CCCCCCCCC#Cc1ccc2c(c1)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,False,False,False
CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,Ki,674.0,nM,CHEMBL173348,CHEMBL1134032,,,False,CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,False,False,False
O=C(OCC(O)C(OC(=O)c1ccccc1)C(CO)OC(=O)c1ccccc1)c1ccccc1,Ki,12900.0,nM,CHEMBL138868,CHEMBL1127304,,,False,O=C(OCC(O)C(OC(=O)c1ccccc1)C(CO)OC(=O)c1ccccc1)c1ccccc1,False,False,False
O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)N(CCO)CCO)c3)ccc(O)c21,Ki,26600.0,nM,CHEMBL342927,CHEMBL1127304,,,False,O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)N(CCO)CCO)c3)ccc(O)c21,False,False,False
CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,Ki,395.0,nM,CHEMBL368720,CHEMBL1134032,,,False,CCCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@](C)(C(C)C)[C@H]1C(=O)N[C@H](CO)[C@@H]21,False,False,False
C[C@]12C/C(=C/N(CCO)CCO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Ki,16100.0,nM,CHEMBL3085524,CHEMBL1127304,,,False,C[C@]12C/C(=C/N(CCO)CCO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,False,False,False
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,Ki,2.5,nM,CHEMBL279115,CHEMBL1134032,,,False,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,False,False,False
O=C1c2ccccc2C(=O)c2c(Nc3ccc(S(=O)(=O)N(CCO)CCO)cc3)ccc(O)c21,Ki,7800.0,nM,CHEMBL128547,CHEMBL1127304,,,False,O=C1c2ccccc2C(=O)c2c(Nc3ccc(S(=O)(=O)N(CCO)CCO)cc3)ccc(O)c21,False,False,False
CC(=O)OC[C@@]1(C)C(OC(C)=O)CC[C@]2(C)[C@H](CC(OC(C)=O)C3=CCOC3=O)[C@](C)(CO)CC[C@H]21,Ki,37700.0,nM,CHEMBL422466,CHEMBL1127304,,,False,CC(=O)OC[C@@]1(C)C(OC(C)=O)CC[C@]2(C)[C@H](CC(OC(C)=O)C3=CCOC3=O)[C@](C)(CO)CC[C@H]21,False,False,False
