smiles,standard_type,value,units,chembl_id,document_chembl_id,data_validity_comment,activity_comment,warning_flag
Nc1[nH]cnc2nnc(-c3ccc(Cl)cc3)c1-2,Ki,500.0,nM,CHEMBL207471,CHEMBL1148493,,,False
Cc1ccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(C)c(Cl)c4)o3)C2=O)cc1C,Ki,5000.0,nM,CHEMBL206575,CHEMBL1148493,,,False
O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C\c1cccc(OCc2ccccc2)c1,Ki,1000.0,nM,CHEMBL207360,CHEMBL1148493,,,False
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1cc2c(cc1Br)OCO2,Ki,2500.0,nM,CHEMBL379308,CHEMBL1148493,,,False
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(N2CCOCC2)cc1,Ki,20000.0,nM,CHEMBL378175,CHEMBL1148493,,,False
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(I)cc1,Ki,800.0,nM,CHEMBL210766,CHEMBL1148493,,,False
O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccccc1,Ki,600.0,nM,CHEMBL209617,CHEMBL1148493,,,False
O=C(Nc1ccccc1)Nc1nnc(Cc2ccccc2)s1,Ki,58000.0,nM,CHEMBL438610,CHEMBL1148493,,,False
COc1cc(SC)ccc1C(=O)Nc1nnc(CCc2ccccc2)s1,Ki,2000.0,nM,CHEMBL376993,CHEMBL1148493,,,False
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1I,Ki,1300.0,nM,CHEMBL207986,CHEMBL1148493,,,False
O=C(Nc1nnc(CCc2ccccc2)s1)c1ccc(I)cc1,Ki,400.0,nM,CHEMBL206046,CHEMBL1148493,,,False
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Ki,19.4,nM,CHEMBL230686,CHEMBL1143794,,,False
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,Ki,950.0,nM,CHEMBL248044,CHEMBL1140464,,,False
N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1,Ki,300.0,nM,CHEMBL399438,CHEMBL1140464,,,False
N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Ki,770.0,nM,CHEMBL245800,CHEMBL1140464,,,False
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,Ki,44.0,nM,CHEMBL248393,CHEMBL1140464,,,False
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,Ki,200.0,nM,CHEMBL248392,CHEMBL1140464,,,False
COCCOc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,Ki,390.0,nM,CHEMBL401251,CHEMBL1140464,,,False
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCc1cccnc1,Ki,300.0,nM,CHEMBL248391,CHEMBL1140464,,,False
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCc1cccnc1,Ki,1800.0,nM,CHEMBL248222,CHEMBL1140464,,,False
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCN1CCOCC1,Ki,1800.0,nM,CHEMBL248221,CHEMBL1140464,,,False
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,Ki,11.0,nM,CHEMBL436137,CHEMBL1140465,,,False
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,Ki,4240.0,nM,CHEMBL436137,CHEMBL1140465,,,False
Cc1cc(-c2c(O)cccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,5.0,nM,CHEMBL231220,CHEMBL1140465,,,False
Cc1cc(-c2cc(N)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,16.0,nM,CHEMBL231524,CHEMBL1140465,,,False
Cc1cc(-c2cccc3[nH]ccc23)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,24.0,nM,CHEMBL251015,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Br)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,1.0,nM,CHEMBL398279,CHEMBL1140465,,,False
Cc1cc(-c2c(F)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,3.4,nM,CHEMBL440963,CHEMBL1140465,,,False
Cc1cc(-c2c(Cl)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,1.3,nM,CHEMBL250821,CHEMBL1140465,,,False
Cc1cc(-c2c(Cl)ccc(O)c2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,27.0,nM,CHEMBL400303,CHEMBL1140465,,,False
CCN(CC)CCN1CCC(S(=O)(=O)c2ccc(Nc3nnc4cc(-c5cc(O)ccc5Cl)cc(C)c4n3)cc2)CC1,Ki,3.5,nM,CHEMBL398845,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)C4CCNCC4)cc3)nc12,Ki,3.5,nM,CHEMBL250625,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)CCCN4CCCC4)cc3)nc12,Ki,1.7,nM,CHEMBL399268,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12,Ki,4.4,nM,CHEMBL250623,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCOCC4)cc3)nc12,Ki,5.1,nM,CHEMBL250423,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(CCN4CCCC4)C(C)C)cc3)nc12,Ki,2.9,nM,CHEMBL250218,CHEMBL1140465,,,False
CCN(CCN1CCCC1)S(=O)(=O)c1ccc(Nc2nnc3cc(-c4cc(O)ccc4Cl)cc(C)c3n2)cc1,Ki,0.4,nM,CHEMBL250021,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCCC4)cc3)nc12,Ki,0.3,nM,CHEMBL250019,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,3.0,nM,CHEMBL249821,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(N)(=O)=O)cc3)nc12,Ki,7.7,nM,CHEMBL249820,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)nc12,Ki,4.2,nM,CHEMBL249819,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)nc12,Ki,0.5,nM,CHEMBL399246,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCNCC4)cc3)nc12,Ki,1.7,nM,CHEMBL250214,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)NCCN4CCCC4)cc3)nc12,Ki,2.6,nM,CHEMBL400403,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(CCCN4CCCC4)cc3)nc12,Ki,0.062,nM,CHEMBL250213,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Ki,1.3,nM,CHEMBL400402,CHEMBL1140465,,,False
Cc1cc(-c2ccccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Ki,42.0,nM,CHEMBL268825,CHEMBL1140465,,,False
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Ki,20.0,nM,CHEMBL230686,CHEMBL1140465,,,False
Cc1cc(-c2c(O)cccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,1620.0,nM,CHEMBL231220,CHEMBL1140465,,,False
Cc1cc(-c2cccc3[nH]ccc23)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,1770.0,nM,CHEMBL251015,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Br)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,76.0,nM,CHEMBL398279,CHEMBL1140465,,,False
Cc1cc(-c2c(F)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,51.0,nM,CHEMBL440963,CHEMBL1140465,,,False
Cc1cc(-c2c(Cl)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,570.0,nM,CHEMBL250821,CHEMBL1140465,,,False
Cc1cc(-c2c(Cl)ccc(O)c2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki,50.0,nM,CHEMBL400303,CHEMBL1140465,,,False
CCN(CC)CCN1CCC(S(=O)(=O)c2ccc(Nc3nnc4cc(-c5cc(O)ccc5Cl)cc(C)c4n3)cc2)CC1,Ki,163.0,nM,CHEMBL398845,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)C4CCNCC4)cc3)nc12,Ki,4.7,nM,CHEMBL250625,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)CCCN4CCCC4)cc3)nc12,Ki,16.0,nM,CHEMBL399268,CHEMBL1140465,,,False
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12,Ki,140.0,nM,CHEMBL250623,CHEMBL1140465,,,False
